5.395398928410483741e+00,-4.435892129675895745e+01,-1.004128077398000940e+01,-1.602184664590392416e+01,-9.480700987610571673e+00,-9.437269785125314669e+00,-6.481760939766580520e+00,-8.344906960398468243e+00,-6.403757188196042449e+00,-8.068380664206459940e+00,1.148162051162286978e+00,1.771741041197455679e+00
5.566540002477356808e+00,-4.132240781080211889e+01,-5.162459329336553715e+00,-1.109246034127295921e+01,-1.191794154549912665e+00,6.514964863723099464e-01,1.618577437199129943e+00,-1.347701628884155678e+00,-3.964234794796665629e+00,-2.639271694757272968e+00,-6.708618925994699334e-01,-1.285934233977955810e+00
5.545282919301724789e+00,-4.418380654343459923e+01,-9.062136733645930420e+00,-1.353538191958815773e+01,-4.353065801766112131e+00,-4.108298837714107421e+00,1.082319915196560123e-01,2.570151639337088678e+00,7.477876894686853460e-01,4.013212572116544585e-01,-1.725189051632118220e+00,-3.249434277502264656e+00
5.587479863016961090e+00,-4.495587474290232421e+01,-1.039925777275381691e+01,-1.276230386513272919e+01,-3.038659286059560927e+00,-4.319090466864808242e+00,3.298063352516645175e+00,2.491890432125634103e+00,2.129512819714907579e+00,-1.432193022686200967e+00,-5.248369817342471322e+00,-2.616076555375308033e+00
5.549975720000646540e+00,-4.378807581767668466e+01,-8.706275925188423415e+00,-1.110498784542155271e+01,-2.039610185065405368e+00,-5.218061524535317020e+00,1.009092571710919373e+00,-5.335951598101064119e-01,-2.209370837788571684e+00,-8.958115133225394544e+00,-8.336271638674343620e+00,-5.584772423593156176e+00
5.458212566181357417e+00,-3.919345866571028125e+01,-2.751853364549091019e+00,-6.679940651469847168e+00,1.657792923400364105e+00,-2.691183199267683346e+00,2.997951952073071524e+00,4.341026227456611153e+00,1.883749254595828315e+00,-6.091530875023776659e+00,-2.780048169796072610e+00,1.113829223011190972e-01
5.366438592376844952e+00,-3.816032718146161073e+01,-9.758890541899172266e-01,-5.789603782512686259e+00,5.462768999539296955e-01,-4.960556217637200227e+00,-2.195968697858032836e+00,4.768406914160812082e-01,1.741079891549828229e+00,-4.457718830214578709e+00,-8.681233894315081301e-01,2.648382741129384321e+00
5.461806796308144918e+00,-3.970921390210016710e+01,-2.512188451013871671e+00,-7.585631795162655067e+00,-1.474312110271877863e-01,-7.795324513278903744e+00,-6.027406470423593454e+00,-5.373295408396963957e+00,1.562661467874289833e+00,2.621171370021269986e+00,7.922939912274022944e-01,2.722629831801693712e+00
5.468772232606373684e+00,-4.374976922584742312e+01,-7.513421252291142771e+00,-1.306137327303175510e+01,-7.960414151543129258e+00,-1.111827494731237387e+01,-7.626902622651214436e+00,-1.000451235176813469e+01,-2.108570967406074192e+00,1.046716959885542142e+00,7.099444649306475563e-01,-3.225542017838380460e+00
5.431608780611941079e+00,-4.446196411817614091e+01,-1.022682831563040295e+01,-1.591768562509325413e+01,-8.272338830209523763e+00,-9.695934858494227981e+00,-6.773603899249748928e+00,-9.195932943509262714e+00,-6.126974475444061596e+00,-7.734480466997144532e+00,6.448560877962357107e-01,1.898362709415743588e+00
5.523342712581670533e+00,-4.411735886325418932e+01,-8.773306849710861499e+00,-1.569787478815397463e+01,-6.816196506099141850e+00,-5.662729677208878876e+00,-3.997542100246926911e+00,-5.852400390442549671e+00,-8.245858369372191632e+00,-6.944778383281365208e+00,-1.045809320273760834e+00,1.704314506244434257e-01
5.540500374115513438e+00,-4.459343554462320469e+01,-9.673437772369355869e+00,-1.384366011886677761e+01,-3.849510649244878291e+00,-2.700823582975393045e+00,2.723533438782710023e-03,2.853410886067815899e-01,-2.911231863100069095e+00,-1.556115540765652172e+00,-1.380057545932661389e-01,-1.993571670836070897e+00
5.551797755492882125e+00,-4.193425024119193267e+01,-6.976201141719297283e+00,-9.429689025754312226e+00,9.390596771276130683e-01,-9.075834617136714355e-01,5.363979878490501285e+00,5.818375037019701601e+00,6.199229767602425056e+00,4.552779254290230782e+00,6.649906236163848350e-01,1.355823020687261682e+00
5.528917726707545555e+00,-4.065445448940512563e+01,-4.484724214430039879e+00,-6.982059237288097187e+00,4.169624561926355555e-01,-4.231484071368113220e+00,2.596405028189661568e+00,2.804715466969920801e+00,3.749534717301063580e+00,-2.669115031272167649e+00,-3.114907962219136905e+00,-5.679811232588075631e-01
5.498078233913265223e+00,-4.307825725982439735e+01,-6.932095726165552918e+00,-1.123701485395496036e+01,-3.009311201710979766e+00,-6.199562303472832880e+00,1.521508027987489298e+00,9.382422785329794790e-01,-3.794894535909821176e+00,-1.285485045821366157e+01,-7.525341083465086456e+00,-3.577690401341512505e+00
5.378048820107950156e+00,-4.160027177193283876e+01,-4.811031260807475896e+00,-9.183708465976950563e+00,-1.618870426116599592e+00,-7.628198544595084840e+00,-4.892674942089115575e+00,-3.049050766667135814e+00,-2.841600141130768087e+00,-9.834056142325708905e+00,-4.695125242600407311e+00,9.417453579027936783e-01
5.469455850899027638e+00,-3.971003990626180524e+01,-1.698285634686393264e+00,-6.399843877013895899e+00,-1.889118464396516983e-01,-5.815277369858982581e+00,-3.217394697675503235e+00,-2.045202219182340908e+00,3.757464101208586094e+00,1.405433382071405335e+00,-9.960197288088205037e-01,4.330035146296830617e-01
5.483677888652210619e+00,-4.433188950676231599e+01,-7.352933722818797868e+00,-1.273283315208004218e+01,-7.587407126324167805e+00,-1.193904638468500146e+01,-9.239071110042027968e+00,-1.114113056851184069e+01,-3.879502096195848182e+00,-1.958565335285576969e+00,-1.911789058940591035e+00,-4.113388051516485788e+00
5.465776538285466835e+00,-4.480146430453070394e+01,-9.562016296579308516e+00,-1.442648998915684366e+01,-6.823111255339643577e+00,-1.041486634605167616e+01,-7.620816865544877139e+00,-1.088825027462086048e+01,-6.555136338335350921e+00,-5.559755357739373238e+00,-1.462731000411008786e+00,-7.253262554130686102e-01
5.212918159395647066e+00,-4.504415394446994014e+01,-1.084591269836636229e+01,-1.742379340063008542e+01,-9.033716183947321454e+00,-7.712330389653171636e+00,-4.845213533312359822e+00,-8.246103960007555855e+00,-7.805278795008909754e+00,-1.086184111183741230e+01,3.652778017379847836e-02,2.617275827379024200e+00
